usa,china
534,357
534,357
534,357
534,357
534,358
534,358
534,358
534,358
534,358
534,358
534,358
534,358
534,358
534,358
534,358
534,358
534,358
534,358
534,358
534,358
534,358
534,358
534,359
534,359
534,359
534,359
534,360
534,360
534,360
534,360
534,360
534,360
534,360
535,360
535,360
535,361
535,362
535,362
535,362
536,362
536,362
536,362
536,362
536,362
536,362
536,362
536,362
536,362
536,362
536,362
536,362
536,362
536,362
537,362
537,362
537,363
537,363
537,363
537,363
537,363
537,363
537,364
538,364
538,364
538,364
538,365
538,365
538,365
538,365
538,366
538,366
538,366
538,366
538,366
538,366
538,366
539,366
539,366
539,366
539,367
539,368
539,368
539,368
539,368
539,368
539,368
539,368
539,368
539,368
539,369
539,369
539,369
539,370
540,370
541,370
541,370
542,370
542,370
542,370
542,370
542,370
542,370
542,370
543,370
543,370
543,370
543,370
544,370
544,370
544,370
544,370
544,370
544,370
544,370
544,370
544,370
544,370
544,370
544,371
544,371
544,371
544,371
544,371
544,371
544,371
544,371
545,371
545,371
545,372
546,372
546,372
547,372
547,372
547,372
547,372
548,372
548,373
548,373
549,373
549,373
549,373
550,373
550,373
550,373
551,373
552,373
552,373
553,373
554,373
554,373
554,373
554,373
554,373
554,373
554,373
554,373
554,373
554,374
555,374
555,374
555,374
555,374
555,375
555,375
555,375
555,375
556,375
556,376
556,376
556,377
556,378
557,378
557,378
557,378
557,378
557,378
557,379
557,379
557,379
558,379
559,379
559,379
560,379
560,379
560,379
560,379
561,379
561,379
562,379
562,379
563,379
563,379
563,379
563,379
563,379
564,379
564,379
564,380
564,380
564,381
564,381
564,381
564,381
564,381
564,381
564,381
564,381
565,381
565,381
565,381
565,382
565,382
565,382
566,382
566,382
567,382
567,382
567,382
567,382
567,382
567,382
567,382
567,382
567,383
567,383
567,383
567,383
567,383
567,383
567,383
567,383
567,384
567,384
567,384
567,384
567,384
567,384
567,384
567,384
568,384
568,384
568,384
568,384
568,384
568,384
568,384
568,384
568,384
569,384
569,384
569,384
569,384
569,385
569,385
570,385
571,385
571,386
571,386
571,387
571,387
571,388
571,388
571,388
571,388
571,388
571,388
572,388
573,388
573,388
573,388
573,388
573,388
573,388
573,388
573,388
573,388
573,388
573,389
573,389
573,389
574,389
574,389
574,389
574,389
575,389
575,389
575,389
575,389
575,389
575,389
575,389
575,389
575,390
575,390
575,390
575,390
576,390
576,390
576,390
576,390
576,390
576,390
576,390
576,390
576,390
576,391
576,392
577,392
577,392
578,392
578,392
578,392
579,392
580,392
580,392
580,392
580,392
580,393
580,393
580,393
580,393
580,393
580,393
580,393
580,393
580,393
580,393
580,393
580,393
580,393
580,393
580,393
580,393
580,393
580,393
581,393
581,393
581,393
581,393
581,393
581,393
581,393
582,393
583,393
583,393
583,393
583,393
583,393
583,393
583,393
583,393
584,393
584,393
585,393
585,393
585,393
586,393
586,393
586,393
587,393
587,393
587,393
587,393
587,393
587,393
587,393
587,393
587,393
588,393
588,393
588,393
588,393
588,393
588,393
588,393
588,393
588,393
588,393
588,393
588,393
588,393
588,393
588,393
588,393
588,393
588,393
588,393
588,393
588,393
588,393
588,393
588,393
588,393
588,393
588,393
588,394
589,394
590,394
591,394
591,394
591,394
591,394
592,394
592,394
593,394
593,394
593,394
594,394
594,394
594,394
594,394
594,394
594,394
594,395
594,395
595,395
595,395
596,395
596,395
596,395
596,395
596,395
596,395
596,396
596,396
596,396
596,396
596,396
597,396
597,397
597,397
597,397
598,397
598,397
598,397
598,398
599,398
599,398
600,398
600,399
600,399
600,399
600,399
600,399
600,399
600,399
601,399
601,399
601,399
601,399
601,399
601,399
602,399
602,399
602,399
602,399
602,399
602,399
602,399
602,399
602,399
602,399
602,399
602,400
602,400
602,400
603,400
603,400
603,401
603,401
603,401
603,401
603,401
603,401
603,401
603,401
604,401
604,402
604,402
604,402
604,403
604,404
604,404
604,404
604,404
604,404
604,404
604,405
604,405
604,406
604,406
604,406
604,406
604,406
605,406
605,406
605,406
605,406
606,406
606,406
606,406
606,406
606,406
606,406
606,406
606,407
607,407
607,407
607,407
607,407
607,407
607,407
607,407
607,407
607,408
607,409
608,409
608,409
608,409
608,410
609,410
609,410
610,410
610,410
611,410
612,410
612,410
612,410
612,410
612,411
612,411
613,411
613,411
613,411
613,411
613,411
613,411
613,411
613,411
613,412
613,412
613,412
613,412
613,412
613,412
613,413
614,413
614,413
614,414
614,414
614,415
615,415
615,415
615,415
615,415
616,415
616,415
616,415
616,415
616,415
617,415
617,415
617,416
617,416
617,416
617,416
617,417
617,417
617,417
617,417
617,418
617,418
617,419
617,420
617,420
617,420
617,420
617,421
617,421
617,421
617,421
617,422
617,422
617,422
617,422
617,422
617,422
617,422
617,422
617,423
617,423
617,423
618,423
618,423
618,424
618,424
619,424
619,424
619,424
619,424
620,424
620,424
620,425
620,425
620,425
620,425
620,426
621,426
621,426
621,426
621,426
621,427
621,427
621,427
622,427
622,427
623,427
624,427
624,427
624,427
624,427
624,427
625,427
625,427
625,427
625,427
625,427
625,427
625,427
625,427
625,427
625,427
626,427
626,427
626,427
626,427
626,427
626,427
626,427
627,427
627,427
627,427
627,427
627,427
628,427
628,427
628,427
628,427
628,427
629,427
629,427
629,427
630,427
630,428
630,428
631,428
632,428
632,428
632,428
632,428
632,428
632,428
632,428
632,428
633,428
633,428
633,428
633,428
633,428
633,428
633,428
633,428
634,428
634,428
634,428
634,428
634,428
634,428
635,428
636,428
636,428
636,428
637,428
637,428
637,428
637,429
637,429
637,429
637,429
637,430
637,430
638,430
638,430
638,430
639,430
639,430
639,430
639,430
640,430
640,430
640,430
640,430
640,430
640,430
640,430
640,430
640,430
640,430
640,430
640,430
640,430
641,430
641,430
641,430
641,430
641,430
641,431
641,431
641,431
641,431
641,431
641,431
641,431
641,431
641,431
642,431
642,431
643,431
643,431
643,431
643,431
643,431
643,431
643,431
643,431
644,431
644,431
644,431
644,431
644,431
644,431
644,432
644,432
645,432
646,432
646,432
646,432
646,432
646,433
646,433
646,433
646,433
646,433
646,433
646,434
647,434
647,434
647,434
647,435
647,436
647,437
647,437
647,437
647,437
647,437
647,437
647,437
647,437
647,437
647,437
648,437
648,437
648,437
648,437
648,437
648,438
648,438
648,439
649,439
649,439
650,439
650,439
650,439
650,439
650,440
651,440
651,440
651,440
651,440
651,440
651,440
651,440
651,440
651,440
651,440
651,440
651,440
651,440
651,440
651,440
651,440
651,440
651,440
651,440
651,440
651,440
651,440
652,440
652,440
652,440
652,440
652,440
652,440
652,440
652,440
652,440
652,440
652,440
652,440
652,440
652,440
652,440
652,441
652,441
653,441
653,441
654,441
654,441
654,441
654,441
655,441
655,441
656,441
656,442
656,443
656,443
656,443
656,443
656,443
657,443
657,443
657,444
657,444
657,444
657,444
658,444
658,444
658,444
658,444
658,444
658,444
659,444
659,444
659,444
659,444
660,444
660,444
660,444
660,444
661,444
661,444
661,444
661,444
661,444
661,444
661,444
661,444
661,444
661,444
661,445
661,445
661,445
661,445
661,445
662,445
662,446
662,446
662,446
662,446
662,446
662,447
663,447
664,447
664,447
664,447
664,447
664,447
664,447
664,447
665,447
666,447
666,447
667,447
667,447
667,447
667,447
667,447
667,448
667,448
667,449
667,449
667,449
667,449
667,450
668,450
668,451
668,451
668,451
669,451
669,451
670,451
671,451
671,451
671,451
671,451
671,451
672,451
672,451
672,451
672,451
673,451
673,451
673,451
674,451
674,451
674,452
674,452
674,452
674,452
674,452
674,452
674,452
674,452
674,452
674,452
674,452
674,452
675,452
675,452
675,452
675,452
676,452
676,452
677,452
677,452
677,452
677,453
677,453
677,453
677,453
677,453
677,453
677,453
677,453
677,453
677,454
678,454
678,454
679,454
679,454
679,454
679,454
679,454
679,454
679,454
679,454
679,454
679,454
680,454
680,454
680,454
680,454
680,454
680,455
681,455
681,455
681,455
681,455
681,456
681,456
682,456
683,456
683,457
683,457
683,457
683,457
683,457
683,457
683,457
683,457
683,457
683,457
684,457
684,457
684,457
684,457
684,457
685,457
685,457
685,458
685,458
685,458
685,458
685,458
685,459
686,459
686,459
686,460
686,461
687,461
687,461
687,461
687,461
687,461
687,461
687,461
687,461
687,461
687,461
687,461
687,461
687,461
687,461
687,461
687,461
687,461
687,461
687,461
688,461
688,461
688,461
688,462
688,462
688,462
689,462
690,462
690,462
690,462
690,462
691,462
692,462
692,462
693,462
693,462
694,462
694,462
694,462
694,462
694,462
694,462
694,462
694,462
694,462
694,462
694,463
694,463
694,463
694,463
695,463
695,463
695,463
695,463
695,463
695,463
695,463
695,463
695,463
695,463
695,463
695,463
695,463
695,463
695,463
695,463
696,463
696,463
696,463
696,463
697,463
697,463
697,463
697,463
697,463
697,463
697,463
697,463
698,463
698,463
698,463
698,463
698,463
699,463
699,463
699,463
699,464
699,464
699,464
700,464
701,464
701,465
701,465
701,466
701,466
701,466
701,466
701,466
701,466
702,466
702,466
702,467
702,467
702,468
702,468
702,468
702,468
702,468
702,469
702,469
702,470
703,470
704,470
704,470
704,470
704,470
704,471
704,471
704,472
704,472
704,472
704,472
704,472
704,472
704,472
704,472
704,473
704,473
705,473
705,473
705,473
705,473
705,473
706,473
706,473
706,474
706,475
707,475
707,475
707,475
707,475
707,475
707,475
707,475
707,475
707,475
707,475
707,475
707,475
708,475
708,476
708,476
708,476
708,476
708,476
708,476
708,476
708,476
708,476
708,476
708,476
708,476
708,476
708,476
708,476
708,476
708,476
708,476
709,476
709,476
709,476
709,476
709,476
709,476
709,476
709,476
709,476
710,476
710,476
710,476
710,476
710,476
710,476
710,476
710,477
710,477
710,477
710,477
710,477
711,477
711,477
711,477
712,477
712,478
712,478
712,478
712,478
712,478
712,478
713,478
713,478
713,478
713,478
713,478
713,478
714,478
714,478
714,478
714,479
714,479
714,479
714,479
714,479
714,480
715,480
715,480
715,480
715,480
715,481
715,481
715,481
716,481
716,481
716,481
716,482
716,482
716,483
716,484
716,484
716,484
716,484
716,484
716,484
716,484
716,484
716,484
717,484
717,485
717,485
718,485
718,485
718,486
718,486
718,486
719,486
719,486
719,487
719,488
719,488
719,488
719,488
719,488
719,488
719,488
719,488
719,488
719,488
719,488
719,488
719,489
719,489
719,489
719,489
719,490
719,490
719,490
719,490
719,490
719,490
719,490
719,491
719,491
719,492
719,492
719,492
720,492
721,492
721,492
721,493
721,493
722,493
722,493
722,493
722,493
722,493
722,493
722,493
722,493
722,493
723,493
723,493
723,493
723,493
723,493
724,493
724,493
724,493
724,493
724,493
725,493
725,493
725,493
726,493
726,493
726,493
726,493
726,493
726,493
727,493
727,493
728,493
729,493
729,494
729,494
729,494
729,495
729,495
729,495
729,495
729,495
729,496
729,496
729,496
729,496
729,497
729,498
729,498
729,499
729,500
729,500
729,500
729,500
729,500
729,500
729,500
729,500
729,500
730,500
730,500
730,501
730,502
730,502
730,502
730,502
730,502
730,502
731,502
731,503
731,503
731,503
731,503
731,503
731,503
731,503
732,503
732,503
732,503
733,503
733,504
733,505
733,505
734,505
734,505
735,505
735,505
735,505
736,505
737,505
737,505
737,505
737,505
738,505
738,505
738,505
738,505
738,505
738,505
738,505
738,505
738,505
738,506
738,506
738,506
738,506
738,507
738,507
739,507
739,507
740,507
740,507
740,507
740,507
740,508
740,508
740,509
740,510
740,511
741,511
741,512
741,513
741,513
741,513
741,513
741,513
741,513
741,514
741,514
741,514
742,514
742,514
742,514
743,514
743,514
743,514
743,514
743,514
743,514
743,515
743,515
743,515
743,515
743,515
743,515
743,515
743,515
743,515
743,515
743,516
743,516
743,516
743,516
743,516
743,516
743,516
743,516
744,516
744,517
744,517
744,517
745,517
745,517
745,518
745,518
745,518
745,518
745,518
746,518
746,518
746,518
746,519
746,519
746,519
746,519
746,519
746,519
746,520
746,520
746,520
746,521
746,521
746,522
746,522
746,522
746,522
746,522
747,522
748,522
748,522
748,522
749,522
750,522
750,522
750,523
750,523
750,523
750,523
750,523
750,523
751,523
751,523
752,523
753,523
754,523
754,523
754,523
755,523
755,523
755,523
755,523
755,523
755,523
755,523
755,523
755,523
755,523
755,523
755,524
755,524
756,524
757,524
757,524
757,524
757,524
757,524
758,524
758,524
759,524
759,524
759,525
759,525
759,525
759,525
760,525
760,525
761,525
761,525
761,525
761,525
761,525
761,525
761,525
762,525
762,525
762,525
763,525
763,525
764,525
764,525
764,525
764,525
764,525
764,525
765,525
766,525
766,525
766,525
766,525
767,525
767,525
768,525
768,525
768,525
768,525
768,526
768,526
768,526
768,526
768,527
768,527
768,527
768,527
768,527
768,528
769,528
769,528
770,528
770,528
770,528
770,528
770,528
770,528
770,528
770,528
770,528
770,528
770,528
770,528
770,528
771,528
771,528
771,529
771,529
771,529
772,529
772,529
772,530
772,530
772,530
772,530
772,530
772,530
772,530
773,530
773,530
773,530
773,530
773,530
773,530
773,530
774,530
774,530
774,530
774,530
774,530
774,530
774,531
774,531
774,531
774,532
774,532
774,532
774,533
775,533
775,533
775,533
775,534
775,535
775,536
775,536
775,536
775,536
775,536
775,536
776,536
776,536
776,537
776,537
776,537
776,537
776,537
776,537
776,537
776,537
776,537
776,537
776,537
776,537
776,537
776,537
776,538
776,538
776,538
776,538
776,538
777,538
777,538
777,538
777,538
777,538
777,538
777,538
777,538
777,538
777,538
777,538
778,538
778,538
778,538
778,538
779,538
780,538
780,539
780,540
781,540
782,540
782,540
782,540
782,540
783,540
783,540
783,540
783,540
783,540
783,540
783,540
784,540
785,540
785,540
785,540
786,540
786,541
786,541
786,541
786,542
786,542
786,542
786,542
786,542
786,542
786,543
786,543
786,543
786,544
786,544
786,544
786,545
786,545
786,545
787,545
787,545
787,545
787,545
787,545
787,545
787,545
787,546
787,546
788,546
789,546
789,547
790,547
790,547
790,547
790,547
790,547
790,547
790,547
790,547
790,547
790,547
791,547
791,547
791,547
791,548
791,549
791,549
792,549
792,549
792,549
792,549
792,549
793,549
794,549
794,549
794,549
794,549
794,549
794,549
794,549
794,549
794,549
794,549
795,549
795,549
795,550
796,550
796,550
796,551
796,551
796,551
796,551
796,552
796,552
796,552
797,552
797,553
797,553
798,553
798,553
798,553
798,553
798,553
799,553
799,553
799,553
799,553
799,553
799,553
799,553
799,553
799,553
800,553
800,553
800,554
800,554
800,555
800,555
800,555
800,555
800,555
800,556
801,556
801,556
801,556
801,557
801,557
801,557
801,558
801,558
801,558
801,558
801,558
801,558
801,559
801,559
801,559
801,559
801,559
801,559
801,559
801,559
801,559
801,559
801,559
801,559
801,559
801,559
801,559
801,559
801,559
801,559
802,559
802,559
802,559
802,559
803,559
804,559
804,559
804,559
804,560
804,560
805,560
805,560
805,560
805,560
805,560
805,560
805,560
805,560
805,560
806,560
806,560
806,560
806,560
807,560
807,561
807,561
807,561
807,561
808,561
808,561
808,561
808,561
809,561
809,561
809,561
809,561
809,561
809,561
809,561
809,561
809,561
809,561
809,561
810,561
810,561
810,561
810,561
810,561
810,561
810,561
810,561
810,562
810,562
810,563
811,563
811,563
811,563
811,563
811,563
811,563
812,563
813,563
813,564
813,564
813,564
813,565
813,565
813,565
813,565
813,565
813,565
813,565
814,565
814,565
814,565
814,565
814,565
814,565
814,565
814,566
814,566
814,566
814,566
814,566
814,566
814,566
814,566
815,566
816,566
817,566
818,566
818,567
818,567
818,567
818,567
819,567
820,567
820,568
820,568
820,568
820,568
820,568
820,569
821,569
821,569
822,569
822,569
822,569
822,569
822,569
822,569
822,569
822,569
822,569
822,569
822,570
822,571
822,571
822,571
822,571
822,571
822,571
822,572
822,572
822,572
822,572
822,572
822,572
822,573
822,573
822,573
822,573
823,573
823,573
823,573
823,573
823,573
823,573
824,573
824,574
824,574
824,574
824,575
824,576
824,576
824,576
824,576
824,577
824,577
824,577
824,577
825,577
825,577
825,577
825,577
825,577
825,577
825,577
825,578
825,578
825,578
825,578
825,578
826,578
826,579
826,579
826,579
826,579
826,580
826,580
826,581
826,581
826,581
826,581
826,581
826,581
826,582
826,583
826,584
826,584
826,585
827,585
827,585
827,586
828,586
828,586
828,586
828,586
828,586
828,586
829,586
829,586
830,586
830,586
830,586
830,586
830,587
830,587
830,587
830,587
830,587
831,587
831,588
831,588
831,588
831,589
831,589
832,589
832,589
832,590
832,590
832,590
832,590
832,590
833,590
833,590
833,590
834,590
834,590
834,590
835,590
835,590
836,590
836,590
836,590
836,590
837,590
837,590
837,590
837,590
837,590
838,590
838,590
838,591
838,591
838,591
838,591
838,592
838,593
838,593
838,593
838,594
838,594
839,594
839,594
839,594
839,594
839,594
839,594
839,594
839,594
839,594
839,594
839,594
839,594
839,594
839,594
839,595
839,595
839,595
840,595
841,595
841,595
842,595
842,595
842,595
842,595
842,596
843,596
843,596
843,597
843,597
843,597
843,597
843,598
843,598
844,598
844,598
844,599
844,599
844,599
844,599
844,599
844,599
845,599
845,599
845,600
845,600
845,601
845,602
845,602
846,602
846,603
846,603
846,603
846,603
846,603
846,603
847,603
847,603
847,603
848,603
848,603
848,603
848,603
849,603
849,603
849,603
850,603
850,603
850,603
850,603
850,603
850,604
850,605
850,605
851,605
851,605
851,605
851,605
851,605
851,605
851,606
852,606
852,606
852,606
852,606
852,606
852,606
852,606
853,606
853,606
853,606
853,606
853,606
854,606
854,606
854,606
854,606
854,606
854,606
854,606
854,606
854,606
855,606
855,606
855,606
855,607
855,607
856,607
856,607
857,607
857,607
857,607
857,608
857,608
857,608
857,608
857,608
858,608
858,609
858,609
858,609
858,609
858,609
858,609
858,609
859,609
859,609
859,609
859,610
859,610
859,610
859,610
859,610
860,610
860,610
860,611
861,611
861,611
861,611
861,611
861,611
861,611
861,611
861,611
861,611
862,611
862,611
863,611
863,611
864,611
864,612
864,612
864,612
864,612
865,612
865,612
866,612
866,612
867,612
867,612
867,612
867,612
868,612
868,612
868,613
868,613
868,614
868,614
868,614
868,614
868,614
868,614
868,614
868,614
869,614
869,614
869,614
869,614
869,614
869,614
869,614
870,614
870,614
870,614
871,614
871,614
871,615
872,615
872,616
873,616
873,616
874,616
874,616
874,616
874,616
875,616
875,616
875,617
875,617
875,617
875,618
875,618
875,618
875,618
875,618
875,618
875,618
875,618
875,618
875,618
875,618
875,618
875,618
875,618
875,618
875,618
875,618
876,618
876,618
876,618
876,618
876,618
876,618
876,618
876,618
877,618
877,619
877,619
877,619
877,619
878,619
878,619
878,619
878,619
878,619
878,619
878,619
878,619
878,619
879,619
879,619
879,619
879,619
879,619
879,619
879,619
879,619
879,619
879,619
879,619
879,619
879,619
879,619
879,620
879,620
879,620
879,620
879,620
879,621
879,621
879,621
879,622
879,622
879,622
880,622
880,622
880,622
881,622
881,622
881,622
882,622
882,622
882,623
883,623
883,623
884,623
884,623
884,623
884,624
884,624
884,624
885,624
886,624
886,625
886,625
886,625
886,625
886,625
886,625
886,625
886,625
886,626
887,626
887,626
887,626
887,626
888,626
888,626
889,626
889,626
889,626
889,626
889,626
889,626
889,626
889,626
889,627
890,627
890,627
890,627
890,627
890,627
890,627
891,627
891,627
892,627
892,627
893,627
893,627
893,627
893,627
893,628
893,628
893,629
893,629
893,630
893,631
893,631
893,632
894,632
894,632
894,632
894,632
895,632
895,632
895,633
895,633
895,633
895,634
895,635
895,635
895,636
896,636
897,636
897,636
897,636
898,636
898,636
898,636
898,636
899,636
899,637
899,637
899,637
899,637
899,637
899,637
899,638
899,638
899,638
899,639
899,639
899,639
899,639
899,640
899,640
899,640
899,640
899,640
899,640
899,640
899,640
899,640
900,640
900,640
900,640
901,640
901,640
901,640
902,640
902,640
902,640
902,640
902,640
902,640
903,640
903,641
904,641
904,641
904,641
904,641
904,641
904,641
905,641
905,641
906,641
906,641
906,641
906,641
906,641
906,641
906,641
907,641
907,641
907,641
908,641
908,641
908,641
908,641
908,642
908,642
908,643
908,643
909,643
909,644
909,644
909,644
909,644
909,645
909,645
909,645
909,646
909,647
909,647
909,647
909,647
909,647
909,647
909,647
909,647
909,647
909,647
909,648
910,648
911,648
911,648
911,648
911,648
911,648
912,648
913,648
913,648
913,648
913,648
913,648
913,648
914,648
915,648
915,648
916,648
916,648
917,648
917,648
917,648
917,648
917,648
918,648
918,648
919,648
919,648
919,649
919,649
920,649
920,650
920,650
920,650
920,650
920,650
920,650
920,650
920,650
920,650
920,650
920,650
921,650
921,650
921,650
921,650
921,650
921,650
921,650
921,650
921,650
921,650
921,650
921,650
921,650
921,650
921,651
921,651
921,652
921,652
921,652
921,652
921,652
921,652
921,652
921,652
922,652
922,652
922,652
923,652
923,652
923,653
923,653
923,653
924,653
924,653
924,653
924,653
924,653
924,653
924,653
924,653
924,653
924,653
924,653
925,653
925,654
925,654
925,654
925,654
925,654
925,654
926,654
926,655
927,655
927,655
927,655
927,655
927,655
927,656
927,656
927,656
927,657
927,658
927,658
927,658
927,658
927,658
927,658
927,658
927,658
927,658
927,659
927,660
927,660
927,660
927,660
927,660
928,660
928,660
928,660
928,660
929,660
929,660
929,660
929,660
929,661
929,661
929,662
929,663
929,663
929,663
929,663
930,663
930,663
930,663
930,663
930,664
930,664
930,665
930,665
930,665
930,666
930,666
931,666
932,666
933,666
933,666
933,666
933,666
933,666
933,666
933,666
933,666
933,666
933,666
933,666
933,666
933,666
933,667
933,667
933,667
933,667
933,667
933,667
933,667
933,667
933,667
934,667
934,667
934,668
934,668
934,668
934,668
934,668
934,668
934,668
934,668
935,668
935,669
935,669
935,670
935,670
935,670
935,670
935,670
936,670
937,670
937,670
938,670
938,670
938,670
938,670
938,670
938,670
938,670
938,670
938,670
938,670
938,670
938,670
938,670
938,671
938,671
938,672
938,672
938,672
938,672
938,673
938,673
938,673
938,673
938,673
938,673
939,673
939,673
939,674
939,674
939,674
939,674
939,674
939,674
939,674
939,674
940,674
940,674
940,674
940,674
940,675
940,675
940,675
940,675
940,675
940,675
940,675
940,675
940,676
940,677
940,677
940,677
940,677
940,677
940,677
940,677
940,677
940,677
940,677
941,677
941,677
942,677
942,677
942,677
942,677
942,678
942,678
942,678
943,678
944,678
944,678
945,678
945,679
946,679
946,679
947,679
947,679
947,680
947,680
947,680
947,680
948,680
948,680
949,680
949,680
949,680
950,680
950,680
950,680
950,680
950,680
950,680
950,680
950,680
951,680
951,680
951,680
952,680
952,680
952,680
952,680
952,680
952,680
953,680
953,680
953,680
954,680
954,680
954,680
954,680
954,681
954,681
954,681
954,682
954,682
955,682
955,682
955,682
955,683
955,683
955,683
955,683
956,683
956,683
956,683
956,683
956,683
956,683
956,683
956,683
956,683
956,683
956,684
956,684
956,684
956,684
956,684
956,684
956,684
956,684
957,684
957,684
957,684
957,684
958,684
958,684
958,684
958,684
958,684
959,684
959,684
959,684
959,684
959,684
960,684
960,684
960,685
960,685
960,685
960,685
960,686
960,686
960,686
960,686
960,686
960,686
960,686
960,686
960,686
960,686
960,686
960,686
960,686
960,686
961,686
961,686
961,686
962,686
962,686
962,686
962,686
962,686
962,686
962,686
962,686
962,686
962,686
962,686
962,686
962,687
962,687
962,687
963,687
963,687
963,687
963,688
963,688
963,688
963,688
963,688
964,688
964,688
964,688
965,688
965,689
966,689
966,689
966,689
967,689
967,689
968,689
968,689
968,689
968,690
968,691
968,691
968,691
968,691
969,691
969,691
969,691
969,691
969,691
969,691
969,692
969,692
969,693
969,693
969,693
970,693
970,693
970,694
970,694
970,694
970,694
970,694
970,694
970,694
970,694
971,694
971,694
971,695
971,695
971,695
971,695
971,695
971,695
971,695
971,695
971,695
971,695
971,695
971,695
971,696
972,696
972,696
972,696
972,696
973,696
973,696
974,696
974,696
974,696
974,696
974,696
974,696
974,696
974,696
975,696
975,696
975,696
975,696
975,696
975,696
975,696
975,696
975,696
975,696
975,696
975,696
975,696
975,696
975,696
975,696
975,696
975,696
976,696
976,696
976,696
976,697
976,697
977,697
977,697
977,697
977,698
977,698
977,699
977,699
977,699
977,700
978,700
978,700
978,700
979,700
979,700
980,700
980,700
981,700
982,700
982,700
982,700
982,700
982,701
983,701
984,701
984,701
984,701
985,701
985,701
985,701
985,701
985,701
985,702
986,702
986,703
986,703
986,704
986,705
986,705
986,705
986,705
986,705
987,705
987,705
988,705
988,705
988,705
988,705
988,705
988,705
988,705
988,705
988,706
988,707
988,707
988,707
988,707
988,707
988,708
988,708
988,708
989,708
989,708
989,708
989,708
989,708
989,708
990,708
990,708
990,708
990,708
990,708
990,709
990,709
990,709
990,709
990,709
990,709
990,709
990,709
990,709
990,709
990,709
990,709
990,709
991,709
991,709
991,709
992,709
992,709
993,709
993,709
993,709
993,709
993,709
993,709
993,709
993,709
993,709
993,709
993,709
993,709
993,709
993,709
993,709
993,709
994,709
994,709
994,709
994,709
994,709
994,709
995,709
995,709
995,709
995,709
996,709
997,709
997,709
998,709
998,709
998,709
998,709
998,710
998,710
998,710
998,711
998,711
999,711
999,711
1000,711
1000,711
1000,711
1001,711
1001,711
1002,711
1002,711
1002,711
1002,711
1003,711
1003,711
1003,711
1003,711
1003,711
1003,711
1003,712
1003,712
1003,712
1003,712
1003,713
1003,713
1004,713
1004,713
1004,713
1004,713
1004,713
1004,713
1004,713
1004,714
1004,714
1004,714
1004,714
1005,714
1005,714
1005,714
1005,714
1005,714
1005,714
1005,714
1005,714
1005,714
1005,715
1005,715
1005,715
1005,716
1005,716
1006,716
1006,716
1006,716
1006,716
1006,716
1007,716
1007,716
1007,716
1007,716
1008,716
1008,716
1008,716
1008,716
1008,716
1008,716
1008,716
1008,716
1008,716
1008,716
1008,716
1008,716
1008,716
1008,716
1008,716
1008,716
1008,716
1009,716
1009,716
1010,716
1010,716
1010,717
1010,717
1010,717
1010,717
1010,717
1010,717
1010,718
1010,718
1010,718
1010,718
1010,718
1010,719
1010,719
1010,719
1011,719
1012,719
1012,719
1012,720
1012,720
1013,720
1013,720
1013,720
1013,720
1013,720
1013,720
1013,720
1013,720
1013,720
1013,720
1013,720
1013,720
1013,720
1013,720
1013,721
1013,721
1013,721
1013,721
1014,721
1014,721
1014,721
1015,721
1015,721
1015,722
1015,722
1015,722
1015,722
1016,722
1016,722
1016,722
1017,722
1017,723
1017,723
1017,723
1017,723
1017,723
1017,723
1017,723
1017,723
1018,723
1018,723
1018,723
1018,723
1018,723
1018,724
1018,724
1018,724
1018,724
1018,724
1018,724
1018,724
1018,724
1018,725
1018,725
1018,725
1018,725
1018,725
1018,725
1018,725
1018,725
1018,725
1018,725
1018,725
1018,725
1018,725
1018,725
1019,725
1019,725
1020,725
1021,725
1021,725
1022,725
1022,725
1022,725
1022,725
1023,725
1023,726
1024,726
1025,726
1025,726
1025,726
1025,726
1025,726
1026,726
1026,726
1026,726
1026,726
1026,726
1026,726
1027,726
1027,726
1027,726
1027,726
1027,726
1027,726
1027,726
1027,726
1027,726
1027,727
1028,727
1028,727
1028,727
1028,728
1029,728
1029,728
1029,729
1029,729
1029,729
1029,729
1029,729
1029,730
1029,731
1029,731
1029,731
1029,731
1030,731
1030,731
1030,731
1030,731
1030,731
1030,731
1030,731
1030,731
1030,731
1030,731
1030,731
1030,731
1030,731
1030,731
1030,731
1030,731
1030,731
1030,732
1030,732
1030,732
1031,732
1031,732
1031,732
1032,732
1032,732
1032,732
1032,732
1032,732
1032,732
1032,732
1032,732
1032,732
1032,732
1032,732
1032,732
1032,732
1032,732
1032,732
1032,732
1032,732
1032,732
1032,732
1032,732
1033,732
1033,732
1033,732
1034,732
1034,733
1034,733
1034,733
1034,733
1034,733
1035,733
1035,733
1036,733
1037,733
1038,733
1038,733
1038,733
1038,733
1038,733
1038,733
1038,733
1039,733
1039,733
1039,733
1039,733
1039,733
1039,733
1039,733
1040,733
1040,733
1040,733
1040,733
1040,733
1040,733
1041,733
1041,733
1041,733
1041,733
1041,733
1041,733
1042,733
1042,733
1042,733
1042,733
1042,733
1042,733
1042,734
1042,734
1042,734
1042,734
1043,734
1043,734
1043,734
1043,734
1043,735
1044,735
1044,735
1044,735
1044,735
1045,735
1045,735
1046,735
1046,735
1046,735
1047,735
1047,735
1047,735
1047,735
1047,735
1047,735
1047,735
1048,735
1048,735
1048,735
